Date,Open,High,Low,Close,Adj Close,Volume
7/8/2017,12.7,12.75,12.55,12.55,12.55,1.952.320
4/8/2017,12.5,12.75,12.4,12.7,12.7,2.402.290
3/8/2017,12.3,12.7,12.3,12.3,12.3,4.049.380
2/8/2017,12.7,12.9,12.5,12.55,12.55,4.932.580
1/8/2017,13.1,13.1,12.95,13,13,3.075.180
31/07/2017,12.8,13.2,12.7,13.1,13.1,5.505.750
28/07/2017,12.6,12.85,12.5,12.8,12.8,4.208.450
27/07/2017,12.6,12.9,12.6,12.65,12.65,3.145.830
26/07/2017,12.55,12.95,12.5,12.8,12.8,5.689.930
25/07/2017,11.85,12.5,11.85,12.5,12.5,4.668.710
24/07/2017,11.8,11.9,11.65,11.85,11.85,3.616.810
21/07/2017,11.8,12.05,11.7,11.7,11.7,3.340.380
20/07/2017,12,12.05,11.8,11.8,11.8,2.618.030
19/07/2017,12.4,12.4,12.05,12.05,12.05,2.552.830
18/07/2017,11.7,12.1,11.5,12.1,12.1,4.053.040
17/07/2017,12,12,11.4,11.7,11.7,5.755.320
14/07/2017,12.35,12.5,12.05,12.1,12.1,4.779.890
13/07/2017,12.65,12.65,12.4,12.4,12.4,3.539.720
12/7/2017,12.6,12.85,12.55,12.6,12.6,3.175.990
11/7/2017,12.7,12.9,12.4,12.6,12.6,2.802.160
10/7/2017,13.1,13.2,12.8,12.85,12.85,2.950.630
7/7/2017,13.45,13.45,13,13,13,3.089.000
6/7/2017,13.6,13.75,13.35,13.45,13.45,2.208.080
5/7/2017,13,13.5,12.9,13.45,13.45,3.235.010
4/7/2017,13.6,13.65,12.95,13.2,13.2,5.322.950
3/7/2017,13.8,14,13.6,13.6,13.6,3.454.090
30/06/2017,14.1,14.2,13.45,13.8,13.8,8.296.560
29/06/2017,14.2,14.2,13.95,14.1,14.1,4.492.020
28/06/2017,14.4,14.4,14,14.2,14.2,20.165.450
27/06/2017,14.4,14.65,14.2,14.35,14.35,19.272.700
26/06/2017,14.2,14.2,13.95,14.2,14.2,19.164.480
23/06/2017,14.2,14.3,13.9,14.2,14.2,19.948.080
22/06/2017,14.55,14.6,14.2,14.3,14.3,4.794.260
21/06/2017,14.55,14.7,14.2,14.6,14.6,7.745.856
20/06/2017,14.3,14.6,14.3,14.55,14.55,7.014.036
19/06/2017,14,14.3,13.95,14.15,14.15,22.599.690
16/06/2017,13.7,13.9,13.6,13.9,13.9,31.251.650
15/06/2017,14,14.05,13.7,13.75,13.75,18.893.800
14/06/2017,14.1,14.1,13.9,14,14,19.653.880
13/06/2017,13.9,13.95,13.4,13.9,13.9,21.253.870
12/6/2017,14,14.2,13.7,13.8,13.8,6.634.940
9/6/2017,13.8,14.25,13.7,13.9,13.9,33.723.140
8/6/2017,13.6,13.95,13.3,13.8,13.8,29.161.080
7/6/2017,13.9,13.95,13.4,13.45,13.45,31.502.960
6/6/2017,12.75,13.55,12.75,13.55,13.55,38.969.400
5/6/2017,12.6,12.9,12.5,12.7,12.7,27.770.030
2/6/2017,12.65,12.65,12.4,12.4,12.4,1.771.590
1/6/2017,12.6,12.65,12.45,12.65,12.65,1.192.170
31/05/2017,12.6,12.75,12.45,12.5,12.5,3.698.970
30/05/2017,13,13.1,12.55,12.6,12.6,4.986.770
29/05/2017,12.45,13,12.4,12.7,12.7,6.589.820
26/05/2017,12.4,12.45,12.25,12.3,12.3,3.034.470
25/05/2017,12.55,12.75,12.35,12.4,12.4,4.929.100
24/05/2017,12.5,12.75,12.4,12.55,12.55,2.987.350
23/05/2017,12.8,12.9,12.4,12.4,12.4,3.470.220
22/05/2017,12.4,12.9,12.35,12.7,12.7,5.200.660
19/05/2017,12.45,12.55,12.35,12.4,12.4,2.660.790
18/05/2017,12.5,12.9,12.4,12.45,12.45,3.485.170
17/05/2017,12.5,12.6,12.35,12.5,12.5,2.713.290
16/05/2017,12.6,12.9,12.3,12.35,12.35,3.590.640
15/05/2017,12.35,13,12.15,12.65,12.65,5.768.970
12/5/2017,12.2,12.45,12.2,12.2,12.2,1.873.730
11/5/2017,12.6,12.65,12.2,12.35,12.35,3.610.150
10/5/2017,11.9,12.5,11.9,12.4,12.4,6.651.760
9/5/2017,11.75,11.9,11.7,11.9,11.9,2.410.010
8/5/2017,11.8,12.1,11.7,11.75,11.75,2.700.320
5/5/2017,12.15,12.15,11.95,12.1,12.1,3.470.050
4/5/2017,11.6,12.25,11.6,12.15,12.15,6.460.220
3/5/2017,11.55,11.9,11.5,11.65,11.65,4.246.930
28/04/2017,12.05,12.35,11.55,11.55,11.55,12.436.270
27/04/2017,11.9,12.6,11.9,12.4,12.4,11.427.550
26/04/2017,11.1,11.85,10.95,11.85,11.85,8.428.630
25/04/2017,10.75,11.2,10.45,11.1,11.1,5.363.000
24/04/2017,11,11.4,10.5,10.5,10.5,19.293.970
21/04/2017,11.7,11.8,11.05,11.25,11.25,5.004.420
20/04/2017,11.6,11.9,11.5,11.6,11.6,3.108.720
19/04/2017,11.3,11.7,11.3,11.6,11.6,3.200.840
18/04/2017,11.2,11.3,11.05,11.3,11.3,6.695.237
17/04/2017,11.9,12,11.2,11.2,11.2,5.038.810
14/04/2017,11.7,12.2,11.35,11.6,11.6,5.497.070
13/04/2017,12.9,12.9,11.9,11.9,11.9,5.024.400
12/4/2017,12.55,13,12.5,12.75,12.75,6.402.260
11/4/2017,12.7,13,12.55,12.65,12.65,5.045.820
10/4/2017,13.4,13.8,12.8,12.8,12.8,10.962.740
7/4/2017,11.7,13.15,11.7,13.15,13.15,26.336.490
5/4/2017,12.25,12.6,12.05,12.3,12.3,7.535.020
4/4/2017,12.8,12.8,12.3,12.4,12.4,14.362.330
3/4/2017,11.6,12.25,11.6,12.25,12.25,18.140.820
31/03/2017,11.4,11.85,11.2,11.45,11.45,10.132.150
30/03/2017,11.3,11.5,11.2,11.25,11.25,2.842.790
29/03/2017,11.2,11.25,11.05,11.2,11.2,2.930.270
28/03/2017,11.35,11.4,11.15,11.15,11.15,4.881.550
27/03/2017,11.5,11.65,11.4,11.4,11.4,5.749.350
24/03/2017,11.6,11.85,11.25,11.4,11.4,13.413.190
23/03/2017,10.75,11.5,10.75,11.4,11.4,9.556.890
22/03/2017,10.7,11.1,10.65,10.75,10.75,6.347.030
21/03/2017,10.55,10.75,10.5,10.7,10.7,2.317.160
20/03/2017,10.4,10.6,10.4,10.55,10.55,1.746.200
17/03/2017,10.35,10.45,10.3,10.3,10.3,3.764.970
16/03/2017,10.4,10.45,10.3,10.35,10.35,1.893.910
15/03/2017,10.45,10.55,10.35,10.35,10.35,1.299.350
14/03/2017,10.55,10.7,10.45,10.45,10.45,985.28
13/03/2017,10.55,10.8,10.55,10.55,10.55,2.816.430
10/3/2017,10.45,10.75,10.4,10.45,10.45,1.867.560
9/3/2017,10.6,10.7,10.45,10.45,10.45,1.621.400
8/3/2017,10.45,10.75,10.25,10.6,10.6,2.451.570
7/3/2017,10.7,10.9,10.45,10.5,10.5,2.221.470
6/3/2017,11,11.3,10.7,10.8,10.8,4.251.180
3/3/2017,10.2,10.9,10.15,10.9,10.9,5.044.750
2/3/2017,10.3,10.3,10.1,10.2,10.2,729.09
1/3/2017,10.3,10.4,9.9,10.2,10.2,2.429.100
28/02/2017,10.55,10.6,10.25,10.3,10.3,1.955.320
27/02/2017,10.1,10.75,10.1,10.45,10.45,3.082.020
24/02/2017,11,11.05,10.3,10.3,10.3,10.600.150
23/02/2017,11,11.5,10.95,11.05,11.05,5.917.390
22/02/2017,10.7,10.95,10.6,10.95,10.95,3.962.810
21/02/2017,11.05,11.2,10.8,10.85,10.85,5.324.970
20/02/2017,11,11.2,10.95,11.05,11.05,5.137.610
17/02/2017,10.35,11,10.35,11,11,7.610.430
16/02/2017,10.05,10.6,9.96,10.45,10.45,6.179.030
15/02/2017,10.1,10.2,9.95,9.95,9.95,2.883.530
14/02/2017,10.05,10.3,9.97,10.1,10.1,2.570.710
13/02/2017,10.15,10.2,9.9,10,10,1.785.570
10/2/2017,10.3,10.3,10.1,10.2,10.2,1.469.330
9/2/2017,10.1,10.35,10,10.2,10.2,2.145.060
8/2/2017,9.89,10,9.76,10,10,3.595.360
7/2/2017,9.9,9.96,9.76,9.87,9.87,1.725.610
6/2/2017,9.95,10.1,9.94,9.95,9.95,2.846.170
3/2/2017,10,10.25,9.96,10.05,10.05,2.635.600
2/2/2017,10.2,10.2,9.85,10.05,10.05,2.300.990
25/01/2017,9.85,10.35,9.85,10.2,10.2,3.438.690
24/01/2017,9.55,9.85,9.55,9.85,9.85,3.116.170
23/01/2017,9.45,9.65,9.43,9.55,9.55,1.921.800
20/01/2017,9.53,9.61,9.43,9.5,9.5,1.869.720
19/01/2017,9.46,9.62,9.3,9.59,9.59,2.882.630
18/01/2017,9.28,9.53,9.25,9.45,9.45,4.900.250
17/01/2017,8.81,9.3,8.81,9.24,9.24,2.450.910
16/01/2017,8.95,8.97,8.7,8.96,8.96,7.352.500
13/01/2017,9.06,9.06,8.93,8.95,8.95,2.017.120
12/1/2017,9.03,9.07,9,9.04,9.04,1.797.240
11/1/2017,8.97,9.07,8.96,9.03,9.03,1.349.300
10/1/2017,8.92,9.1,8.9,9,9,1.232.330
9/1/2017,8.66,9.08,8.64,8.99,8.99,3.038.300
6/1/2017,8.55,9.14,8.55,8.78,8.78,2.703.680
5/1/2017,8.45,8.65,8.45,8.58,8.58,1.287.450
4/1/2017,8.61,8.78,8.2,8.2,8.2,3.363.350
3/1/2017,9.16,9.3,8.79,8.79,8.79,4.992.030
30/12/2016,9.3,9.54,9.15,9.45,9.45,9.635.540
29/12/2016,9.14,9.4,9.04,9.4,9.4,6.561.590
28/12/2016,8.65,9.1,8.6,9.1,9.1,3.775.930
27/12/2016,8.32,8.6,8.2,8.6,8.6,3.001.210
26/12/2016,8.44,8.5,8.35,8.35,8.35,1.216.270
23/12/2016,8.14,8.54,8.1,8.34,8.34,2.047.050
22/12/2016,8.25,8.25,8.06,8.2,8.2,1.285.330
21/12/2016,8.34,8.37,8.25,8.26,8.26,2.297.650
20/12/2016,8.41,8.47,8.31,8.4,8.4,1.689.660
19/12/2016,8.2,8.48,8.2,8.42,8.42,1.904.150
16/12/2016,8,8.26,7.99,8.2,8.2,20.938.600
15/12/2016,7.95,8.41,7.85,8,8,3.490.530
14/12/2016,7.64,7.9,7.64,7.9,7.9,5.855.310
13/12/2016,7.61,7.66,7.6,7.62,7.62,1.350.180
12/12/2016,7.54,7.79,7.54,7.61,7.61,2.091.040
9/12/2016,7.91,7.91,7.71,7.8,7.8,1.507.320
8/12/2016,7.5,7.91,7.47,7.91,7.91,1.941.520
7/12/2016,7.52,7.82,7.4,7.4,7.4,1.888.910
6/12/2016,7.5,7.54,7.36,7.51,7.51,1.079.180
5/12/2016,7.61,7.64,7.45,7.5,7.5,841.52
2/12/2016,7.55,7.8,7.52,7.74,7.74,940.35
1/12/2016,7.5,7.62,7.5,7.55,7.55,939.85
30/11/2016,7.7,7.7,7.38,7.5,7.5,2.387.680
29/11/2016,7.86,7.86,7.45,7.8,7.8,2.260.120
28/11/2016,8.02,8.02,7.77,7.8,7.8,1.984.640
25/11/2016,8.22,8.22,8.06,8.1,8.1,178.5
24/11/2016,8.27,8.29,8.1,8.22,8.22,1.138.026
23/11/2016,8.26,8.3,8.23,8.27,8.27,349.76
22/11/2016,8.25,8.35,8,8.27,8.27,633.53
21/11/2016,7.88,8.3,7.88,8.3,8.3,930.63
18/11/2016,7.99,7.99,7.8,7.88,7.88,531.21
17/11/2016,8.1,8.1,7.91,7.91,7.91,844.06
16/11/2016,8.01,8.18,8.01,8.1,8.1,255.98
15/11/2016,8.05,8.1,7.8,8.1,8.1,480.17
14/11/2016,8.24,8.24,7.95,8.01,8.01,1.186.200
11/11/2016,8.39,8.4,8.24,8.24,8.24,224.93
10/11/2016,8.3,8.43,8.3,8.4,8.4,438.51
9/11/2016,8.3,8.43,8.01,8.25,8.25,372.69
8/11/2016,8.5,8.5,8.39,8.43,8.43,245.02
7/11/2016,8.35,8.6,8.35,8.42,8.42,316.17
4/11/2016,8.26,8.41,8.26,8.38,8.38,182.49
3/11/2016,8.25,8.3,8.23,8.24,8.24,270.17
2/11/2016,8.4,8.49,8.21,8.25,8.25,484.87
1/11/2016,8.7,8.8,8.45,8.5,8.5,877.76
31/10/2016,8.8,8.86,8.76,8.82,8.82,687.48
28/10/2016,9,9,8.87,8.87,8.87,508.88
27/10/2016,9.02,9.06,8.95,8.95,8.95,905.43
26/10/2016,9.1,9.16,9.02,9.02,9.02,574.06
25/10/2016,9.2,9.29,9.1,9.1,9.1,500.8
24/10/2016,9.25,9.25,9.2,9.2,9.2,622.26
21/10/2016,9.27,9.3,9.22,9.25,9.25,608.32
20/10/2016,9.49,9.52,9.32,9.32,9.32,759.31
19/10/2016,9.23,9.59,9.23,9.48,9.48,1.107.790
18/10/2016,9.22,9.27,9.21,9.24,9.24,246.24
17/10/2016,9.2,9.33,9.2,9.22,9.22,838.92
14/10/2016,9.19,9.33,9.19,9.21,9.21,1.207.130
13/10/2016,9.23,9.25,9.2,9.2,9.2,559.87
12/10/2016,9.21,9.34,9.18,9.22,9.22,477.06
11/10/2016,9.3,9.33,9.19,9.25,9.25,402.85
10/10/2016,9.55,9.55,9.33,9.37,9.37,408.88
7/10/2016,9.61,9.61,9.5,9.53,9.53,456.54
6/10/2016,9.35,9.68,9.35,9.61,9.61,882.2
5/10/2016,9.1,9.4,9.1,9.35,9.35,570.61
4/10/2016,9.2,9.25,9.1,9.15,9.15,606.21
3/10/2016,9.32,9.39,9.05,9.2,9.2,1.055.280
30/09/2016,9.36,9.39,9.3,9.32,9.32,644.36
29/09/2016,9.43,9.49,9.35,9.39,9.39,737.21
28/09/2016,9.43,9.65,9.42,9.43,9.43,452.56
27/09/2016,9.4,9.5,9.4,9.43,9.43,391.3
26/09/2016,9.5,9.56,9.4,9.41,9.41,402.32
23/09/2016,9.52,9.68,9.5,9.5,9.5,315.76
22/09/2016,9.51,9.69,9.45,9.6,9.6,797.07
21/09/2016,9.59,9.63,9.49,9.52,9.52,995.76
20/09/2016,9.89,9.89,9.59,9.79,9.79,337.86
19/09/2016,9.6,9.9,9.6,9.87,9.87,317.77
16/09/2016,10.05,10.05,9.4,9.4,9.4,10.064.610
15/09/2016,10,10.1,9.92,10.1,10.1,1.620.470
14/09/2016,9.99,10.1,9.9,10.1,10.1,1.379.170
13/09/2016,10,10,9.91,9.99,9.99,742.3
12/9/2016,10,10.2,9.88,10,10,3.968.120
9/9/2016,10,10,9.7,9.9,9.9,2.496.270
8/9/2016,10,10.1,9.9,9.9,9.9,1.084.790
7/9/2016,10.2,10.2,9.9,10,10,741.35
6/9/2016,10,10.2,10,10.2,10.2,700.13
5/9/2016,10.2,10.3,10,10,10,1.419.180
1/9/2016,10.5,10.5,10.1,10.2,10.2,1.040.380
31/08/2016,10.4,10.5,10.4,10.4,10.4,195.1
30/08/2016,10.5,10.6,10.4,10.5,10.5,200.23
29/08/2016,10.5,10.6,10.5,10.5,10.5,226.79
26/08/2016,10.5,10.6,10.4,10.5,10.5,190.48
25/08/2016,10.4,10.5,10.3,10.3,10.3,217.98
24/08/2016,10.5,10.6,10.5,10.5,10.5,153.67
23/08/2016,10.5,10.6,10.5,10.5,10.5,108.64
22/08/2016,10.7,10.7,10.5,10.6,10.6,108.92
19/08/2016,10.6,10.7,10.5,10.6,10.6,619.85
18/08/2016,10.8,10.9,10.6,10.6,10.6,258.77
17/08/2016,10.7,10.8,10.6,10.8,10.8,774.79
16/08/2016,10.8,10.9,10.7,10.7,10.7,244.02
15/08/2016,10.7,11,10.7,10.9,10.9,320.47
12/8/2016,10.9,11,10.7,10.9,10.9,406.78
11/8/2016,10.8,10.9,10.7,10.9,10.9,359.55
10/8/2016,10.8,10.9,10.7,10.8,10.8,195.58
9/8/2016,10.9,10.9,10.7,10.7,10.7,190.36
8/8/2016,10.5,10.9,10.5,10.9,10.9,869.1
5/8/2016,10.6,11,10.5,11,11,2.051.050
4/8/2016,10.9,11,10.5,10.5,10.5,810.52
3/8/2016,11,11.1,10.8,11,11,416.39
2/8/2016,11.1,11.2,10.9,11.1,11.1,821.38
1/8/2016,11.3,11.3,11.1,11.2,11.2,406.67
29/07/2016,11,11.3,11,11.3,11.3,1.192.360
28/07/2016,11.2,11.2,11,11.2,11.2,750.12
27/07/2016,11.1,11.3,11.1,11.2,11.2,669.57
26/07/2016,11,11.2,11,11.2,11.2,383.56
25/07/2016,11.2,11.2,11,11,11,558.16
22/07/2016,11.3,11.3,11,11.1,11.1,1.025.910
21/07/2016,11.2,11.5,11.2,11.3,11.3,616.45
20/07/2016,11.4,11.5,11.1,11.2,11.2,1.972.550
19/07/2016,12.1,12.2,11.5,11.6,11.6,1.118.480
18/07/2016,11.9,12.1,11.9,12.1,12.1,1.142.740
15/07/2016,11.6,12.3,11.6,11.9,11.9,4.121.930
14/07/2016,11.5,11.7,11.4,11.5,11.5,1.864.290
13/07/2016,11.1,11.7,11.1,11.5,11.5,2.043.090
12/7/2016,11.1,11.2,11,11.2,11.2,501.66
11/7/2016,11.2,11.3,11,11.2,11.2,713.94
8/7/2016,11.2,11.3,11,11.2,11.2,1.046.230
7/7/2016,11.3,11.4,11.2,11.2,11.2,349.12
6/7/2016,11.3,11.4,11.2,11.3,11.3,358.4
5/7/2016,11.3,11.6,11.2,11.4,11.4,1.166.540
4/7/2016,11.4,11.4,11.2,11.3,11.3,519.11
1/7/2016,11.3,11.4,11.1,11.3,11.3,504.63
30/06/2016,11.3,11.5,11.2,11.3,11.3,684.52
29/06/2016,11.3,11.5,11.3,11.4,11.4,412.93
28/06/2016,11.2,11.4,11.1,11.3,11.3,556.28
27/06/2016,11.1,11.4,10.9,11.3,11.3,731.26
24/06/2016,11.5,11.5,10.7,11.3,11.3,1.945.750
23/06/2016,11.5,11.6,11.4,11.5,11.5,340.14
22/06/2016,11.5,11.7,11.4,11.5,11.5,689.77
21/06/2016,11.4,11.5,11.2,11.5,11.5,1.032.700
20/06/2016,11.5,11.5,11.3,11.3,11.3,801.82
17/06/2016,11.5,11.8,11.3,11.3,11.3,2.160.740
16/06/2016,11.7,11.8,11.6,11.6,11.6,810.6
15/06/2016,11.8,11.8,11.5,11.7,11.7,715.86
14/06/2016,11.9,11.9,11.7,11.8,11.8,352.49
13/06/2016,11.7,11.9,11.4,11.8,11.8,2.042.500
10/6/2016,12.1,12.1,11.5,11.5,11.5,915.68
9/6/2016,12,12.1,11.9,12.1,12.1,1.421.620
8/6/2016,11.8,12.2,11.7,12.1,12.1,1.685.930
7/6/2016,12.2,12.3,11.9,11.9,11.9,1.458.150
6/6/2016,11.3,12,11.1,12,12,2.078.010
3/6/2016,11.2,11.3,11,11.3,11.3,1.548.070
2/6/2016,11.1,11.3,11,11.2,11.2,578.72
1/6/2016,11.1,11.2,11,11.1,11.1,532.22
31/05/2016,11.1,11.3,11,11,11,1.720.970
30/05/2016,11.3,11.3,11.1,11.1,11.1,975.5
27/05/2016,11,11.3,10.8,11.3,11.3,1.083.900
26/05/2016,11.3,11.6,10.9,11,11,2.142.490
25/05/2016,11.6,11.7,11.2,11.2,11.2,1.358.130
24/05/2016,11.8,11.9,11.5,11.5,11.5,1.510.550
23/05/2016,11.9,12.2,11.7,11.7,11.7,1.697.000
20/05/2016,12.2,12.3,11.8,11.9,11.9,2.787.820
19/05/2016,12.5,12.6,12.3,12.4,12.4,1.267.530
18/05/2016,12.6,13,12.6,12.6,12.6,2.684.870
17/05/2016,12,12.9,11.7,12.7,12.7,4.426.370
16/05/2016,12.4,12.4,11.9,12.1,12.1,3.430.990
13/05/2016,11.3,11.7,11.2,11.7,11.7,2.829.990
12/5/2016,10.3,11,10.3,11,11,1.973.940
11/5/2016,10.3,10.4,10.3,10.3,10.3,324.07
10/5/2016,10.4,10.4,10.2,10.4,10.4,203.08
9/5/2016,10.2,10.4,10.2,10.3,10.3,389.82
6/5/2016,10.2,10.4,10.2,10.3,10.3,470.69
5/5/2016,10.2,10.3,10.2,10.3,10.3,487.71
4/5/2016,10.2,10.3,10.2,10.2,10.2,294.08
29/04/2016,10.3,10.4,10.2,10.3,10.3,339.9
28/04/2016,10.1,10.4,10.1,10.3,10.3,1.200.410
27/04/2016,10.2,10.2,10.1,10.2,10.2,378.11
26/04/2016,10.2,10.4,10.2,10.2,10.2,696.46
25/04/2016,10.1,10.3,10.1,10.3,10.3,805.78
22/04/2016,10.1,10.3,10.1,10.2,10.2,318.7
21/04/2016,9.9,10.4,9.9,10.2,10.2,2.322.450
20/04/2016,10,10.1,9.9,10,10,1.292.850
19/04/2016,10.1,10.1,10,10,10,240.7
15/04/2016,10.2,10.2,10.1,10.1,10.1,125.18
14/04/2016,10.1,10.3,10.1,10.2,10.2,485.66
13/04/2016,10.1,10.3,9.9,10.2,10.2,1.437.600
12/4/2016,10.1,10.2,9.9,10.1,10.1,1.086.420
11/4/2016,10.1,10.2,10,10.1,10.1,551.25
8/4/2016,10.2,10.2,10.1,10.1,10.1,417.32
7/4/2016,10.3,10.3,10.1,10.1,10.1,623.36
6/4/2016,10.2,10.3,10.1,10.3,10.3,570.66
5/4/2016,10.2,10.3,10.1,10.2,10.2,351.88
4/4/2016,10.3,10.3,10.1,10.3,10.3,663.61
1/4/2016,10.3,10.3,10.1,10.3,10.3,551.56
31/03/2016,10.2,10.4,10.1,10.3,10.3,689.55
30/03/2016,10.1,10.4,10.1,10.3,10.3,1.004.270
29/03/2016,10.3,10.4,10.1,10.1,10.1,912.29
28/03/2016,10.4,10.5,10.3,10.3,10.3,383.97
25/03/2016,10.4,10.4,10.3,10.4,10.4,467.99
24/03/2016,10.5,10.6,10.3,10.3,10.3,1.204.500
23/03/2016,10.5,10.6,10.4,10.6,10.6,1.072.500
22/03/2016,10.7,10.7,10.5,10.6,10.6,385.61
21/03/2016,10.6,10.7,10.6,10.6,10.6,298.81
18/03/2016,10.8,10.9,10.4,10.4,10.4,6.765.150
17/03/2016,10.9,10.9,10.8,10.8,10.8,335.97
16/03/2016,10.8,10.8,10.7,10.7,10.7,617.34
15/03/2016,10.9,10.9,10.8,10.8,10.8,424.58
14/03/2016,11,11,10.8,11,11,219.32
11/3/2016,10.9,11,10.8,11,11,113.11
10/3/2016,10.9,11,10.8,10.9,10.9,130.41
9/3/2016,11,11,10.8,10.9,10.9,227.82
8/3/2016,10.9,11,10.9,10.9,10.9,371.22
7/3/2016,11,11,10.9,11,11,420.86
4/3/2016,11,11.1,10.9,11,11,423.3
3/3/2016,11.2,11.2,11,11,11,226.03
2/3/2016,11,11.1,10.9,11.1,11.1,425.7
1/3/2016,11,11.1,10.9,10.9,10.9,898.35
29/02/2016,11.2,11.2,11,11,11,469.13
26/02/2016,11.1,11.2,11,11.2,11.2,278.1
25/02/2016,11.3,11.4,11,11.1,11.1,540.62
24/02/2016,10.8,11.4,10.8,11.2,11.2,1.355.180
23/02/2016,10.9,11,10.8,10.9,10.9,1.625.310
22/02/2016,10.9,11,10.8,10.8,10.8,876.22
19/02/2016,10.8,11.1,10.8,11,11,905.54
18/02/2016,10.6,11.1,10.6,11,11,697.25
17/02/2016,10.9,10.9,10.6,10.6,10.6,1.636.020
16/02/2016,10.9,11,10.9,10.9,10.9,716.69
15/02/2016,11,11.2,10.8,11,11,582.47
5/2/2016,11.2,11.2,11.1,11.2,11.2,333.12
4/2/2016,11.1,11.2,11,11.2,11.2,274.83
3/2/2016,11.1,11.1,10.9,11.1,11.1,362.66
2/2/2016,11.2,11.3,11.1,11.1,11.1,153.23
1/2/2016,11.3,11.4,11.2,11.2,11.2,323.24
29/01/2016,11.3,11.5,11.2,11.3,11.3,788.92
28/01/2016,11.2,11.7,11.2,11.3,11.3,201.13
27/01/2016,11.3,11.5,11.2,11.2,11.2,300.19
26/01/2016,11.3,11.4,11.1,11.1,11.1,433.64
25/01/2016,10.9,11.6,10.9,11.6,11.6,494.38
22/01/2016,10.8,10.9,10.6,10.9,10.9,1.205.340
21/01/2016,10.8,11.3,10.6,10.6,10.6,736.54
20/01/2016,11.2,11.3,10.9,10.9,10.9,1.755.010
19/01/2016,10.8,11.3,10.8,11.2,11.2,308.31
18/01/2016,10.6,11.1,10.6,10.7,10.7,591.7
15/01/2016,11.8,11.9,11.1,11.1,11.1,1.422.060
14/01/2016,11.9,12.2,11.8,11.9,11.9,493.35
13/01/2016,12.5,12.6,12.3,12.4,12.4,158.62
12/1/2016,12.4,12.5,12.2,12.5,12.5,229.76
11/1/2016,12.6,12.7,12.3,12.3,12.3,470.19
8/1/2016,12.6,12.7,12.3,12.6,12.6,452.54
7/1/2016,12.7,12.8,12.4,12.6,12.6,835.46
6/1/2016,12.4,12.9,12.4,12.8,12.8,1.267.100
5/1/2016,12.6,12.6,12.3,12.3,12.3,332.49
4/1/2016,12.7,12.8,12.3,12.6,12.6,1.127.820
31/12/2015,12.6,13.1,12.3,13.1,13.1,4.988.860
30/12/2015,12.1,12.6,12,12.6,12.6,1.406.240
29/12/2015,11.7,12.3,11.6,12,12,1.098.310
28/12/2015,11.7,11.9,11.6,11.7,11.7,623.43
25/12/2015,11.6,11.7,11.5,11.7,11.7,436.18
24/12/2015,11.8,11.9,11.6,11.6,11.6,306.94
23/12/2015,11.9,11.9,11.6,11.8,11.8,560.75
22/12/2015,11.6,11.9,11.6,11.9,11.9,1.124.980
21/12/2015,11.7,11.8,11.5,11.7,11.7,449.86
18/12/2015,11.5,11.8,11.5,11.8,11.8,3.800.550
17/12/2015,11.6,11.8,11.6,11.6,11.6,462.51
16/12/2015,11.5,11.7,11.3,11.5,11.5,898.85
15/12/2015,11.6,11.7,11.4,11.5,11.5,462.54
14/12/2015,11.9,11.9,11.5,11.7,11.7,669.64
11/12/2015,11.5,12,11.4,12,12,1.136.350
10/12/2015,10.9,11.4,10.9,11.3,11.3,954
9/12/2015,11.3,11.3,10.8,10.8,10.8,2.032.810
8/12/2015,11,11.4,10.9,11.4,11.4,267.36
7/12/2015,11.3,11.4,11,11,11,972.49
4/12/2015,11.5,11.6,11.2,11.4,11.4,621.81
3/12/2015,11.2,11.6,11.2,11.5,11.5,883.16
2/12/2015,10.8,11.2,10.8,11.2,11.2,652.48
1/12/2015,11,11.2,10.8,10.9,10.9,1.097.880
30/11/2015,11.6,11.6,10.9,11,11,1.199.520
27/11/2015,11.7,11.8,11.5,11.7,11.7,428.23
26/11/2015,12,12,11.7,11.8,11.8,465.74
25/11/2015,12.3,12.3,12.1,12.1,12.1,509.99
24/11/2015,12.5,12.5,12.3,12.3,12.3,277.4
23/11/2015,12.3,12.5,12.3,12.4,12.4,468.32
20/11/2015,12.2,12.4,12.2,12.3,12.3,227.07
19/11/2015,12.5,12.5,12.2,12.2,12.2,182.65
18/11/2015,12.5,12.5,12.3,12.3,12.3,254.49
17/11/2015,12.5,12.6,12.4,12.5,12.5,218.5
16/11/2015,12.6,12.7,12.5,12.5,12.5,415.23
13/11/2015,12.3,12.7,12.3,12.5,12.5,348.77
12/11/2015,12.4,12.6,12.2,12.3,12.3,700.99
11/11/2015,12.8,12.9,12.7,12.7,12.7,192.84
10/11/2015,12.9,12.9,12.7,12.8,12.8,384.38
9/11/2015,13,13,12.8,12.9,12.9,328.07
6/11/2015,12.9,13.1,12.9,12.9,12.9,303.76
5/11/2015,13.1,13.1,12.9,12.9,12.9,376.87
4/11/2015,13.2,13.3,13.1,13.1,13.1,364.34
3/11/2015,13.4,13.4,13.2,13.2,13.2,261.83
2/11/2015,13.5,13.5,13.2,13.2,13.2,356.92
30/10/2015,13.6,13.7,13.3,13.6,13.6,919.01
29/10/2015,13.5,13.7,13.1,13.7,13.7,1.053.360
28/10/2015,13.7,13.9,13.5,13.5,13.5,534.76
27/10/2015,14,14.1,13.6,13.7,13.7,836.2
